KEY,標準,標準_日本語,倉庫,倉庫_日本語,FUJI,FUJI_日本語,FUJI岡崎,FUJI豊田,FUJI豊田(機械加工),ELS,明和,東栄電機,NFT,東芝産業機器システム,フジプレアム,ツガル精密機器,富士電機,日本マイクロニクス
key.LocationMoveActualResult,Location move actual rersult,保管場所移動実績,Location move actual rersult,保管場所移動実績,,,,,,,,,,,,,,
key.LocationMoveCarriageActualResult,Carriage move actual rersult,台車移動実績,Carriage move actual rersult,台車移動実績,,,,,,,,,,,,,,
key.LocationMoveDate,Location move date,移動日,Location move date,移動日,,,,,,,,,,,,,,
key.LocationMoveIdentName,Work kanban identify name,作業識別名,Work kanban identify name,作業識別名,,,,,,,,,,,,,,
key.LocationMovePartsActualResult,Shelf move actual rersult,棚移動実績,Shelf move actual rersult,棚移動実績,,,,,,,,,,,,,,
key.LocationNo,Location,棚番号,,,,,,,,,,,,,,,,
key.login,Login,ログイン,,,,,,,,,,,,,,,,
key.LoginErr,Login Error,ログインエラー,,,,,,,,,,,,,,,,
key.LoginErrNotmatchPassword,Password do not match,パスワードが不一致です,,,,,,,,,,,,,,,,
key.LoginErrNotPermitOrganization,Not Permit Organization,ログイン権限がありません,,,,,,,,,,,,,,,,
key.LoginErrThereIsNoUserID,There is no UserID,ユーザーIDが存在しません,,,,,,,,,,,,,,,,
key.LoginID,User ID,ログインID,,,,,,,,,,,,,,,,
key.LoginLdapException,Error in LDAP authentication.,LDAP認証でエラーが発生しました。,,,,,,,,,,,,,,,,
key.LogOut,Logout,ログアウト,,,,,,,,,,,,,,,,
key.LotNoNotGet,ロット番号が取得できません。,ロット番号が取得できません。,,,,,,,,,,,,,,,,
key.LotNumber,Lot Number,ロット番号,,,,,,,,,,,,,,,,
key.LotNumberDifferent,"The lot quantity is different from the serial number number, but do you want to save it?",ロット数量がシリアル番号の数と異なりますが、保存しますか?,,,,,,,,,,,,,,,,
key.LotOnePiece,Lot one piece,ロット1個流し生産,,,,,,,,,,,,,,,,
key.LotOnePiece2,ひとり屋台生産,ひとり屋台生産,,,,,,,,,,,,,,,,
key.LotProduction,Lot Production,ロット生産,,,,,,,,,,,,,,,,
key.LotQuantity,Lot Quantity,ロット数量,,,,,,,,,,,,,,,,
key.LotSize,ロット数量,ロット数量,,,,,,,,,,,,,,,,
key.LotTrace.kanban,Lot trace(Product),ロットトレース(製品),,,,,,,,,,,,,,,,
key.LotTrace.material,Lot trace(Materials),ロットトレース(資材),,,,,,,,,,,,,,,,
key.LotTrace.person,Lot trace(Worker),ロットトレース(作業者),,,,,,,,,,,,,,,,
key.MacAddress,Mac address,Macアドレス,,,,,,,,,,,,,,,,
key.MailAdress,MailAdress,メールアドレス,,,,,,,,,,,,,,,,
key.MailContentSettings,MailContentSettings,メール内容設定,,,,,,,,,,,,,,,,
key.MailFrequency,MailFrequency,メール頻度,,,,,,,,,,,,,,,,
key.MailMsg.DevicesLogAdminConnNg,Connection to equipment log management could not be established.,装置ログ管理への接続が出来ませんでした。,,,,,,,,,,,,,,,,
key.MailMsg.Duplication,A duplicate device name or virtual worker name has been set for the device connection method.,デバイス接続方法の装置名又は仮想作業者名が重複して設定されています。,,,,,,,,,,,,,,,,
key.MailMsg.EquipmentLoginNg1,I could not log in because I could not log in to the facility.,設備ログイン出来なかった為、ログインできませんでした。,,,,,,,,,,,,,,,,
key.MailMsg.EquipmentLoginNg2,I was unable to log in to the facility,so I logged out.,設備ログインが出来なかったのでログアウトしました。,,,,,,,,,,,,,,,
key.MailMsg.ExceptionNew,An exception error occurred in the process of creating an instance of equipment state management. Please check the log file.,装置状態管理のインスタンスを作成処理で例外エラーが発生しました。ログファイルを確認して下さい。,,,,,,,,,,,,,,,,
key.MailMsg.ExceptionSetting,An exception error occurred in the process of retrieving information from the configuration file. Please check the log file.,設定ファイルから情報を取得処理で例外エラーが発生しました。ログファイルを確認して下さい。,,,,,,,,,,,,,,,,
key.MailMsg.ExceptionStart,An exception error occurred during the service startup process. Please check the log file.,サービス起動処理で例外エラーが発生しました。ログファイルを確認して下さい。,,,,,,,,,,,,,,,,
key.MailMsg.FileNot,The device connection method definition file does not exist or is empty.,デバイス接続方法の定義ファイルが存在しないか、定義内容が空になっています。,,,,,,,,,,,,,,,,
key.MailMsg.Indispensable,Required field for device connection method is not set.,デバイス接続方法の必須項目が設定されていません。,,,,,,,,,,,,,,,,
key.MailMsg.kanbanEndNg,Failed to complete process kanban.,工程カンバンの完了に失敗しました。,,,,,,,,,,,,,,,,
key.MailMsg.kanbanEndWarning,Completion was sent with instructions pending.,指示待ち状態で完了が送られてきました。,,,,,,,,,,,,,,,,
key.MailMsg.kanbanIdNot,Failed to obtain process kanban.,工程カンバンの取得に失敗しました。,,,,,,,,,,,,,,,,
key.MailMsg.kanbanInterruptionNg,Failed to interrupt process kanban.,工程カンバンの中断に失敗しました。,,,,,,,,,,,,,,,,
key.MailMsg.kanbanStartNg,Failed to start process kanban.,工程カンバンの開始に失敗しました。,,,,,,,,,,,,,,,,
key.MailMsg.OrganizationLoginNg1,I could not log in because I could not log in to the organization.,組織ログイン出来なかった為、ログインできませんでした。,,,,,,,,,,,,,,,,
key.MailMsg.OrganizationLoginNg2,I logged out because I could not log in to the organization.,組織ログインが出来なかったのでログアウトしました。,,,,,,,,,,,,,,,,
key.MailTitle.DevicesLogAdminConnNg,[adFactory]Failed to connect to equipment log management,[adFactory]装置ログ管理への接続が出来ませんでした,,,,,,,,,,,,,,,,
key.MailTitle.Duplication,[adFactory]Check the contents of the configuration file,[adFactory]設定ファイルの内容を確認して下さい,,,,,,,,,,,,,,,,
key.MailTitle.EquipmentLoginNg1,[adFactory]Could not log in.,[adFactory]ログイン出来ませんでした,,,,,,,,,,,,,,,,
key.MailTitle.EquipmentLoginNg2,[adFactory]Logged out.,[adFactory]ログアウトしました,,,,,,,,,,,,,,,,
key.MailTitle.ExceptionNew,[adFactory]An error occurred while creating an instance of equipment state management,[adFactory]装置状態管理のインスタンスを作成時にエラーが発生しました,,,,,,,,,,,,,,,,
key.MailTitle.ExceptionSetting,[adFactory]Check the contents of the configuration file,[adFactory]設定ファイルの内容を確認して下さい,,,,,,,,,,,,,,,,
key.MailTitle.ExceptionStart,[adFactory]An error occurred in starting the service.,[adFactory]サービス起動でエラーが発生しました,,,,,,,,,,,,,,,,
key.MailTitle.FileNot,[adFactory]Check the contents of the configuration file,[adFactory]設定ファイルの内容を確認して下さい,,,,,,,,,,,,,,,,
key.MailTitle.Indispensable,[adFactory]Check the contents of the configuration file,[adFactory]設定ファイルの内容を確認して下さい,,,,,,,,,,,,,,,,
key.MailTitle.kanbanEndNg,[adFactory]Failed to complete process kanban,[adFactory]工程カンバンの完了に失敗しました,,,,,,,,,,,,,,,,
key.MailTitle.kanbanIdNot,[adFactory]Failed to retrieve process kanban,[adFactory]工程カンバンの取得に失敗しました,,,,,,,,,,,,,,,,
key.MailTitle.kanbanInterruptionNg,[adFactory]Failed to interrupt process kanban,[adFactory]工程カンバンの中断に失敗しました,,,,,,,,,,,,,,,,
key.MailTitle.kanbanStartNg,[adFactory]Failed to start process kanban,[adFactory]工程カンバンの開始に失敗しました,,,,,,,,,,,,,,,,
key.MailTitle.OrganizationLoginNg1,[adFactory]Could not log in.,[adFactory]ログイン出来ませんでした,,,,,,,,,,,,,,,,
key.MailTitle.OrganizationLoginNg2,[adFactory]Logged out.,[adFactory]ログアウトしました,,,,,,,,,,,,,,,,
key.MainMenuTitle,Function List,機能一覧,,,,,,,,,,,,,,,,
key.MakedKanban,Maked Kanban,カンバン作成,,,,,,,,,,,,,,,,
key.Maker,Maker,メーカー,Maker,メーカー,,,,,,,,,,,,,,
key.ManagedLine,Managed Line,ライン管理,,,,,,,,,,,,,,,,
key.ManagementName,Class,区分,Class,区分,,,,,,,,,,,,,,
key.Material,Material,材質,Material,材質,,,,,,,,,,,,,,
key.MaterialNo,Material No,資材番号,,,,,,,,,,,,,,,,
key.measure,Measure,測定,,,,,,,,,,,,,,,,
key.MediaFile,Media File,メディアファイル,,,,,,,,,,,,,,,,
key.MesureExport,MesureExport,測定機器の出力,,,,,,,,,,,,,,,,
key.MesureExportFailed,MesureExportFailed,測定機器の出力に失敗しました。\r\n%s,,,,,,,,,,,,,,,,
key.MesureExportSucceeded,MesureExportSucceeded,測定機器の出力に成功しました。\r\n処理件数：%s 件,,,,,,,,,,,,,,,,
key.MesureImport,MesureImport,測定機器の読込,,,,,,,,,,,,,,,,
key.MesureIsNotExist,MesureIsNotExist,測定機器が登録されていません。,,,,,,,,,,,,,,,,
key.Minimize,Minimize,最小化,,,,,,,,,,,,,,,,
key.Minute,min,分,,,,,,,,,,,,,,,,
key.MissingGoods,Missing Goods,欠品数,Missing Goods,欠品数,,,,,,,,,,,,,,
key.MissingParts,欠品,欠品,,,,,,,,,,,,,,,,
key.MissionCriticalDataSynchronization,Mission-critical Data Synchronization,基幹データ同期,Mission-critical Data Synchronization,基幹データ同期,,,,,,,,,,,,,,
key.Mistake,Mistake,作業ミス,,,,,,,,,,,,,,,,
key.ModelName,Model Name,モデル名,,,,,,,,,,,,,,,,
key.ModelName.Regex,Condition of model name,モデル名の条件,,,,,,,,,,,,,,,,
key.Monday,Mon,月曜日,,,,,,,,,,,,,,,,
key.MonitorDailyActualNum,Daily Actual Num,実績,,,,,,,,,,,,,,,,
key.MonitorDailyPlanNum,Daily Plan Num,計画,,,,,,,,,,,,,,,,
key.MonitorDailyProgress,Daily Progress,進捗,,,,,,,,,,,,,,,,
key.MonitorDetail,Detail,詳細表示,,,,,,,,,,,,,,,,
key.MonitorMonthlyActualNum,Monthly Actual Num,月実績,,,,,,,,,,,,,,,,
key.MonitorMonthlyPlanNum,Monthly Plan Num,月計画,,,,,,,,,,,,,,,,
key.MonitorMonthlyProgress,Monthly Progress,月進捗,,,,,,,,,,,,,,,,
key.MonitorSettings,Monitor Settings,表示条件,,,,,,,,,,,,,,,,
key.MonitorStatusSuspend,Suspend,中断,,,,,,,,,,,,,,,,
key.MonitorStatusWorking,Working,作業中,,,,,,,,,,,,,,,,
key.MonitorTarget,Monitor target,表示対象,,,,,,,,,,,,,,,,
key.Month,Month,月,,,,,,,,,,,,,,,,
key.Monthly,Monthly,毎月,,,,,,,,,,,,,,,,
key.Move,Move,移動,,,,,,,,,,,,,,,,
key.MoveDown,Move Down,下へ移動,,,,,,,,,,,,,,,,
key.MoveFromRegistMessage,"You move from registered in the ""%s"".",登録してから「%s」に移動します。,,,,,,,,,,,,,,,,
key.moveHierarchy,階層移動,階層移動,,,,,,,,,,,,,,,,
key.MoveKanban,Move kanban,カンバンの\r移動,,,,,,,,,,,,,,,,
key.MoveOrderProcesses,Move Order Processes,工程順の移動,,,,,,,,,,,,,,,,
key.MoveProcess,Move Process,工程の移動,,,,,,,,,,,,,,,,
key.MoveUnit,,,,,MoveUnit,生産ユニットの\r移動,〇,,,,,,,,,,,
key.MoveUnitHierarchy,,,,,MoveUnitHierarchy,生産ユニット階層の\r移動,〇,,,,,,,,,,,
key.MoveUnitTemplate,,,,,EditUnitTemplate,ユニットテンプレートの\r名前の変更,〇,,,,,,,,,,,
key.MoveUnitTemplateHierarchy,,,,,MoveUnitTemplateHierarchy,ユニットテンプレート階層の\r移動,〇,,,,,,,,,,,
key.MoveUp,Move Up,上へ移動,,,,,,,,,,,,,,,,
key.Name,Name,名前,,,,,,,,,,,,,,,,
key.NewCreate,New Create,新規作成,,,,,,,,,,,,,,,,
key.NewParts,New Parts,新規部品,,,,,,,,,,,,,,,,
key.NewProperty,New Property,新しいプロパティ名,,,,,,,,,,,,,,,,
key.NewUnitTemplateName,,,,,New UnitTemplate,新しいユニットテンプレート,〇,,,,,,,,,,,
key.NextPage,次ページ,次ページ,,,,,,,,,,,,,,,,
key.No,No,いいえ,,,,,,,,,,,,,,,,
key.NoDocument,伝票なし,伝票なし,,,,,,,,,,,,,,,,
key.NoRegistEquipment,No Regist Equipment,設備が登録されていません,,,,,,,,,,,,,,,,
key.NoRegistOrganization,No Regist Organization,組織が登録されていません,,,,,,,,,,,,,,,,
key.NoRelevantData,No relevant data,該当データなし,,,,,,,,,,,,,,,,
key.NoReportOutData,No ReportOut Data,出力する実績情報がありません。,,,,,,,,,,,,,,,,
key.NotData,Not Data %s,%sが登録されていません,,,,,,,,,,,,,,,,
key.NotFoundOrderNumber,発注No.が見つかりません。データを同期してください。,発注No.が見つかりません。データを同期してください。,,,,,,,,,,,,,,,,
key.Nothing,Nothing,なし,,,,,,,,,,,,,,,,
key.NothingOrderNumber,"Invalid order number / order or is serial,. \r Please change the order number / order or serial.",無効な受注番号／オーダ、またはシリアルです。\r「受注番号／オーダ」または「シリアル」を変更してください。,,,,,,,,,,,,,,,,
key.NotImplemented,未実施,未実施,,,,,,,,,,,,,,,,
key.NotInputMessage,There are items of non-input.\rPlease enter the required input items.,未入力の項目があります。\r必須入力項目を入力してください。,,,,,,,,,,,,,,,,
key.NotMatchPayoutNum,There is a figure number that payout number does not match the number of requests.,払出数が要求数と合っていない図番があります。,,,,,,,,,,,,,,,,
key.NotName,,,,,not name,名前がありません,〇,,,,,,,,,,,
key.NoToAll,No to all,すべて いいえ,,,,,,,,,,,,,,,,
key.NotPermitAuthority,You do not have authority to use,利用権限がありません,,,,,,,,,,,,,,,,
key.NotStarted,,,,,Not started,未着手,〇,,,,,,,,,,,
key.NowDatetime,現在の日時,現在の日時,,,,,,,,,,,,,,,,
key.NoWorkName,No Work Name,工程名はありません,,,,,,,,,,,,,,,,
key.Number,Number,番号,,,,,,,,,,,,,,,,
key.NumberOfDifferences,Number Of Differences,差異数,Number Of Differences,差異数,,,,,,,,,,,,,,
key.NumberOfProcessesProduced,Number of processes produced,工程の生産数,,,,,,,,,,,,,,,,
key.NumberOfProductsProduced,Number of products produced,製品の生産数,,,,,,,,,,,,,,,,
key.Object,Object,モノ,,,,,,,,,,,,,,,,
key.ObjectEdit,Edit object data,モノ編集,,,,,,,,,,,,,,,,
key.ObjectId,Object ID,モノＩＤ,,,,,,,,,,,,,,,,
key.ObjectName,Object name,モノ名,,,,,,,,,,,,,,,,
key.ObjectType,Object type,モノ種別,,,,,,,,,,,,,,,,
key.ObjectTypeId,Object type ID,モノ種別ＩＤ,,,,,,,,,,,,,,,,
key.ObjectTypeName,Object type name,モノ種別名,,,,,,,,,,,,,,,,
key.OffsetTime,Offset Time,オフセット,,,,,,,,,,,,,,,,
key.OffsetTimeTitle,start time・end time\rOffset(h:m:s),開始時間・終了時間\rオフセット(時:分:秒),,,,,,,,,,,,,,,,
key.Ok,OK,OK,,,,,,,,,,,,,,,,
key.OnePieceFlow,One PieceFlow,1個流し生産,,,,,,,,,,,,,,,,
key.onlyPlaned,Displayed Only Planed,予定のみ表示,,,,,,,,,,,,,,,,
key.Open,Open,開く,,,,,,,,,,,,,,,,
key.OpeningTime,Opening Time,始業時間設定,,,,,,,,,,,,,,,,
key.OpenReportFile,Open report file,帳票を開く,,,,,,,,,,,,,,,,
key.OperatingRateDifference,Occupancy rate difference,稼働率差異,,,,,,,,,,,,,,,,
key.OperatingRatePerWorker,Operating rate per worker,作業者毎の稼働率,,,,,,,,,,,,,,,,
key.OperationError,Operation Error,オペレーションエラー,,,,,,,,,,,,,,,,
key.OperationRate,Operation rate,稼働率,,,,,,,,,,,,,,,,
key.Option,Option,オプション,,,,,,,,,,,,,,,,
key.OrderNo,Order No,製造オーダー番号,,,,,,,,,,,,,,,,
key.OrderNumber,Order Number,発注No.,,,,,,,,,,,,,,,,
key.OrderProcesses,Order Processes,工程順,,,,,,,,,,,,,,,,
key.OrderProcessesHierarch,Order Processes Hierarch,工程順階層,,,,,,,,,,,,,,,,
key.OrderProcessesName,Order Processes Name,工程順名,,,,,,,,,,,,,,,,
key.OrderProcessesNameChange,Order Processes Name Change,工程順名の変更,,,,,,,,,,,,,,,,
key.Organization,Organization,組織,,,,,,,,,,,,,,,,
key.OrganizationName,Organization Name,組織名,,,,,,,,,,,,,,,,
key.OrganizationParentIdentName,Organization Parent Management Name,親組織識別名,,,,,,,,,,,,,,,,
key.OrganizationParentName,Organization Parent Name,親組織名,,,,,,,,,,,,,,,,
key.OrganizationSearch,Organization Search,作業者の検索,,,,,,,,,,,,,,,,
key.OrganizationSelectionDialog,Organization Selection Dialog,ダイアログ選択組織,,,,,,,,,,,,,,,,
key.OrganizationsManagementName,Organizations Management Name,組織識別名,,,,,,,,,,,,,,,,
key.Other,Other,その他,,,,,,,,,,,,,,,,
key.OutLedgerTitle,Out Ledger,帳票出力,,,,,,,,,,,,,,,,
